,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance,maintainers
152,figures,3.2.0,Unicode symbols with Windows CMD fallbacks,"['unicode', 'cli', 'cmd', 'command-line', 'characters', 'symbol', 'symbols', 'figure', 'figures', 'fallback']",{'escape-string-regexp': '^1.0.5'},"{'ava': '^1.4.1', 'markdown-table': '^1.1.2', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",493,97503319.66666667,125385.78576864547,902,0.9113960266689376,0.6466876030833886,0.9999405723499932,['13']
153,escape-string-regexp,4.0.0,Escape RegExp special characters,"['escape', 'regex', 'regexp', 'regular', 'expression', 'string', 'special', 'characters']",,"{'ava': '^1.4.1', 'tsd': '^0.11.0', 'xo': '^0.28.3'}",522,139385225.0,693237.2508371384,1608,0.9203039165491579,0.6955695754689598,0.999894531306083,['13']
154,lodash,4.17.21,Lodash modular utilities.,"['modules', 'stdlib', 'util']",,,56852,175394745.66666666,561790.0786529682,91889,0.6779972489515405,0.9832919824411644,0.9835760839038322,"['0', '1', '2']"
155,mute-stream,0.0.8,"Bytes go in, but they don't come out (when muted).","['mute', 'stream', 'pipe']",,{'tap': '^12.1.1'},84,81974346.33333333,90110.26084474893,163,0.7247469832779041,0.5395238591514021,0.16372746069267788,"['207', '208', '104', '209', '200', '109']"
156,run-async,2.4.1,Utility method to run function either synchronously or asynchronously using the common `this.async()` style.,"['flow', 'flow-control', 'async']",,{'mocha': '^7.1.0'},37,59716514.666666664,19237.934018264874,165,0.930098667272069,0.4855904290220445,0.999894531306083,['197']
157,rxjs,6.6.7,Reactive Extensions for modern JavaScript,"['Rx', 'RxJS', 'ReactiveX', 'ReactiveExtensions', 'Streams', 'Observables', 'Observable', 'Stream', 'ES6', 'ES2015']",{'tslib': '^1.9.0'},"{'@angular-devkit/build-optimizer': '0.4.6', '@angular-devkit/schematics': '^0.5.4', '@types/chai': '4.1.2', '@types/lodash': '4.14.102', '@types/mocha': '2.2.48', '@types/node': '9.4.5', '@types/sinon': '4.1.3', '@types/sinon-chai': '2.7.29', '@types/source-map': '^0.5.2', 'babel-polyfill': '6.26.0', 'benchmark': '2.1.0', 'benchpress': '2.0.0-beta.1', 'chai': '4.1.2', 'check-side-effects': '0.0.20', 'color': '3.0.0', 'colors': '1.1.2', 'commitizen': '2.9.6', 'coveralls': '3.0.0', 'cross-env': '5.1.3', 'cz-conventional-changelog': '1.2.0', 'danger': '1.1.0', 'dependency-cruiser': '2.13.0', 'doctoc': '1.3.0', 'dtslint': '0.6.1', 'escape-string-regexp': '1.0.5', 'esdoc': '0.4.7', 'eslint': '4.17.0', 'eslint-plugin-jasmine': '^2.10.1', 'fs-extra': '5.0.0', 'get-folder-size': '1.0.1', 'glob': '7.1.2', 'gm': '1.23.1', 'google-closure-compiler-js': '20170218.0.0', 'gzip-size': '4.1.0', 'http-server': '0.11.1', 'husky': '0.14.3', 'klaw-sync': '3.0.2', 'lint-staged': '7.1.1', 'lodash': '4.17.5', 'markdown-doctest': '0.9.1', 'minimist': '1.2.0', 'mkdirp': '^1.0.4', 'mocha': '5.0.0', 'mocha-in-sauce': '0.0.1', 'npm-run-all': '4.1.2', 'nyc': '11.4.1', 'opn-cli': '3.1.0', 'platform': '1.3.5', 'promise': '8.0.1', 'protractor': '3.1.1', 'rollup': '0.66.6', 'rollup-plugin-alias': '1.4.0', 'rollup-plugin-inject': '2.0.0', 'rollup-plugin-node-resolve': '2.0.0', 'rx': 'latest', 'rxjs': '^5.5.7', 'shx': '^0.3.2', 'sinon': '4.3.0', 'sinon-chai': '2.14.0', 'source-map-support': '0.5.3', 'symbol-observable': '1.0.1', 'systemjs': '^0.21.0', 'ts-api-guardian': '^0.5.0', 'ts-node': '6.1.0', 'tsconfig-paths': '3.2.0', 'tslint': '5.9.1', 'tslint-etc': '1.2.6', 'tslint-no-toplevel-property-access': '0.0.2', 'tslint-no-unused-expression-chai': '0.0.3', 'typescript': '^3.0.1', 'validate-commit-msg': '2.14.0', 'webpack': '1.13.1', 'xmlhttprequest': '1.8.0'}",27647,96199302.33333333,203074.12026255706,16577,0.7822340650989185,0.9213856861278424,0.9386990485333009,"['210', '211']"
158,tslib,2.2.0,Runtime library for TypeScript helper functions,"['TypeScript', 'Microsoft', 'compiler', 'language', 'javascript', 'tslib', 'runtime']",,,961,186277622.33333334,838583.9335996958,40976,0.8540986051313582,0.8276599876503041,0.6661652715608091,"['15', '16', '17', '18', '19', '20', '21', '22', '23']"
159,string-width,4.2.2,Get the visual width of a string - the number of columns required to display it,"['string', 'character', 'unicode', 'width', 'visual', 'column', 'columns', 'fullwidth', 'full-width', 'full', 'ansi', 'escape', 'codes', 'cli', 'command-line', 'terminal', 'console', 'cjk', 'chinese', 'japanese', 'korean', 'fixed-width']","{'emoji-regex': '^8.0.0', 'is-fullwidth-code-point': '^3.0.0', 'strip-ansi': '^6.0.0'}","{'ava': '^1.4.1', 'tsd': '^0.7.1', 'xo': '^0.24.0'}",256,251903460.66666666,689491.1150875189,509,0.8259292248662641,0.637074486978331,0.999894531306083,['13']
160,emoji-regex,9.2.2,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,"['unicode', 'regex', 'regexp', 'regular expressions', 'code points', 'symbols', 'characters', 'emoji']",,"{'@babel/cli': '^7.4.4', '@babel/core': '^7.4.4', '@babel/plugin-proposal-unicode-property-regex': '^7.4.4', '@babel/preset-env': '^7.4.4', '@unicode/unicode-13.0.0': '^1.0.3', 'mocha': '^6.1.4', 'regexgen': '^1.3.0'}",1278,146159266.0,584451.9089231356,274,0.989212830938851,0.6600769869576455,0.999894531306083,"['0', '212']"
161,is-fullwidth-code-point,3.0.0,Check if the character represented by a given Unicode code point is fullwidth,"['fullwidth', 'full-width', 'full', 'width', 'unicode', 'character', 'string', 'codepoint', 'code', 'point', 'is', 'detect', 'check']",,"{'ava': '^1.3.1', 'tsd-check': '^0.5.0', 'xo': '^0.24.0'}",60,200256018.0,602544.0862442921,182,0.9503620063538559,0.5742571380853142,0.9999405727453268,['13']
162,strip-ansi,6.0.0,Strip ANSI escape codes from a string,"['strip', 'trim', 'remove', 'ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']",{'ansi-regex': '^5.0.0'},"{'ava': '^2.4.0', 'tsd': '^0.10.0', 'xo': '^0.25.3'}",342,320163344.6666667,996864.8632610347,2157,0.9554165595786436,0.7008054809245442,0.9999405727453268,"['14', '13']"
163,ansi-regex,5.0.0,Regular expression for matching ANSI escape codes,"['ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'cli', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'command-line', 'text', 'regex', 'regexp', 're', 'match', 'test', 'find', 'pattern']",,"{'ava': '^2.4.0', 'tsd': '^0.9.0', 'xo': '^0.25.3'}",164,293496850.0,884489.6606544899,379,0.9554165595786436,0.6173164582417425,0.999894531306083,"['14', '13']"
164,through,2.3.8,simplified stream construction,"['stream', 'streams', 'user-streams', 'pipe']",,"{'stream-spec': '~0.3.5', 'tape': '~2.3.2', 'from': '~0.1.3'}",850,80427059.0,232625.07756849308,2084,0.9269780657740839,0.7021672664285167,0.9998651952945008,['213']
165,yargs,16.2.0,"yargs the modern, pirate-themed, successor to optimist.","['argument', 'args', 'option', 'parser', 'parsing', 'cli', 'command']","{'cliui': '^7.0.2', 'escalade': '^3.1.1', 'get-caller-file': '^2.0.5', 'require-directory': '^2.1.1', 'string-width': '^4.2.0', 'y18n': '^5.0.5', 'yargs-parser': '^20.2.2'}","{'@types/chai': '^4.2.11', '@types/mocha': '^8.0.0', '@types/node': '^14.11.2', '@wessberg/rollup-plugin-ts': '^1.3.2', 'c8': '^7.0.0', 'chai': '^4.2.0', 'chalk': '^4.0.0', 'coveralls': '^3.0.9', 'cpr': '^3.0.1', 'cross-env': '^7.0.2', 'cross-spawn': '^7.0.0', 'gts': '^3.0.0', 'hashish': '0.0.4', 'mocha': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.23.0', 'rollup-plugin-cleanup': '^3.1.1', 'standardx': '^5.0.0', 'typescript': '^4.0.2', 'which': '^2.0.0', 'yargs-test-extends': '^1.0.1'}",10224,227612426.0,214134.5726027398,19929,0.8888111683981337,0.8979994759942715,0.6666666666666666,"['202', '214']"
166,cliui,7.0.4,easily create complex multi-column command-line-interfaces,"['cli', 'command-line', 'layout', 'design', 'console', 'wrap', 'table']","{'string-width': '^4.2.0', 'strip-ansi': '^6.0.0', 'wrap-ansi': '^7.0.0'}","{'@types/node': '^14.0.27', '@typescript-eslint/eslint-plugin': '^4.0.0', '@typescript-eslint/parser': '^4.0.0', '@wessberg/rollup-plugin-ts': '^1.3.2', 'c8': '^7.3.0', 'chai': '^4.2.0', 'chalk': '^4.1.0', 'cross-env': '^7.0.2', 'eslint': '^7.6.0', 'eslint-plugin-import': '^2.22.0', 'eslint-plugin-node': '^11.1.0', 'gts': '^3.0.0', 'mocha': '^8.1.1', 'rimraf': '^3.0.2', 'rollup': '^2.23.1', 'standardx': '^7.0.0', 'typescript': '^4.0.0'}",281,156396440.33333334,320241.184018265,348,0.9518843981409003,0.6192430378620274,0.999894531306083,"['202', '214']"
167,wrap-ansi,7.0.0,Wordwrap a string with ANSI escape codes,"['wrap', 'break', 'wordwrap', 'wordbreak', 'linewrap', 'ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'cli', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']","{'ansi-styles': '^4.0.0', 'string-width': '^4.1.0', 'strip-ansi': '^6.0.0'}","{'ava': '^2.1.0', 'chalk': '^4.0.0', 'coveralls': '^3.0.3', 'has-ansi': '^4.0.0', 'nyc': '^15.0.1', 'xo': '^0.29.1'}",118,163353361.0,622074.6467085236,393,0.9329243125212288,0.6085876736446844,0.999894531306083,"['202', '14', '13']"
168,escalade,3.1.1,A tiny (183B to 210B) and fast utility to ascend parent directories,"['find', 'parent', 'parents', 'directory', 'search', 'walk']",,"{'bundt': '1.1.1', 'esm': '3.2.25', 'uvu': '0.3.3'}",115,46187686.0,389224.79316971084,61,0.8899478042605486,0.5263235154982314,0.9999405727453268,['215']
169,get-caller-file,2.0.5,[![Build Status](https://travis-ci.org/stefanpenner/get-caller-file.svg?branch=master)](https://travis-ci.org/stefanpenner/get-caller-file) [![Build status](https://ci.appveyor.com/api/projects/status/ol2q94g1932cy14a/branch/master?svg=true)](https://ci.a,,,"{'@types/chai': '^4.1.7', '@types/ensure-posix-path': '^1.0.0', '@types/mocha': '^5.2.6', '@types/node': '^11.10.5', 'chai': '^4.1.2', 'ensure-posix-path': '^1.0.1', 'mocha': '^5.2.0', 'typescript': '^3.3.3333'}",49,91514639.0,129063.90076103504,190,0.9482753241719206,0.5439838957734511,0.999894531306083,['216']
170,require-directory,2.1.1,"Recursively iterates over specified directory, require()'ing each file, and returning a nested hash structure containing those modules.","['require', 'directory', 'library', 'recursive']",,"{'jshint': '^2.6.0', 'mocha': '^2.1.0'}",470,67917248.0,162035.17933789967,416,0.9652113103015547,0.6130563175800835,0.16390480285392262,['217']
171,y18n,5.0.8,the bare-bones internationalization library used by yargs,"['i18n', 'internationalization', 'yargs']",,"{'@types/node': '^14.6.4', '@wessberg/rollup-plugin-ts': '^1.3.1', 'c8': '^7.3.0', 'chai': '^4.0.1', 'cross-env': '^7.0.2', 'gts': '^3.0.0', 'mocha': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.26.10', 'standardx': '^7.0.0', 'ts-transform-default-export': '^1.0.2', 'typescript': '^4.0.0'}",180,127329652.33333333,459525.6078386606,190,0.9518843981409003,0.5907623737822085,0.9999410146278274,"['202', '218', '214']"
172,yargs-parser,20.2.7,the mighty option parser used by yargs,"['argument', 'parser', 'yargs', 'command', 'cli', 'parsing', 'option', 'args', 'argument']",,"{'@types/chai': '^4.2.11', '@types/mocha': '^8.0.0', '@types/node': '^10.0.3', '@typescript-eslint/eslint-plugin': '^3.10.1', '@typescript-eslint/parser': '^3.10.1', '@wessberg/rollup-plugin-ts': '^1.2.28', 'c8': '^7.3.0', 'chai': '^4.2.0', 'cross-env': '^7.0.2', 'eslint': '^7.0.0', 'eslint-plugin-import': '^2.20.1', 'eslint-plugin-node': '^11.0.0', 'gts': '^3.0.0', 'mocha': '^8.0.0', 'puppeteer': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.22.1', 'rollup-plugin-cleanup': '^3.1.1', 'serve': '^11.3.2', 'standardx': '^7.0.0', 'start-server-and-test': '^1.11.2', 'ts-transform-default-export': '^1.0.2', 'typescript': '^4.0.0'}",486,194278843.33333334,485373.216894977,1043,0.9518843981409003,0.6780976332258497,0.9319343852829516,"['202', '218', '214']"
173,rxjs,6.6.7,Reactive Extensions for modern JavaScript,"['Rx', 'RxJS', 'ReactiveX', 'ReactiveExtensions', 'Streams', 'Observables', 'Observable', 'Stream', 'ES6', 'ES2015']",{'tslib': '^1.9.0'},"{'@angular-devkit/build-optimizer': '0.4.6', '@angular-devkit/schematics': '^0.5.4', '@types/chai': '4.1.2', '@types/lodash': '4.14.102', '@types/mocha': '2.2.48', '@types/node': '9.4.5', '@types/sinon': '4.1.3', '@types/sinon-chai': '2.7.29', '@types/source-map': '^0.5.2', 'babel-polyfill': '6.26.0', 'benchmark': '2.1.0', 'benchpress': '2.0.0-beta.1', 'chai': '4.1.2', 'check-side-effects': '0.0.20', 'color': '3.0.0', 'colors': '1.1.2', 'commitizen': '2.9.6', 'coveralls': '3.0.0', 'cross-env': '5.1.3', 'cz-conventional-changelog': '1.2.0', 'danger': '1.1.0', 'dependency-cruiser': '2.13.0', 'doctoc': '1.3.0', 'dtslint': '0.6.1', 'escape-string-regexp': '1.0.5', 'esdoc': '0.4.7', 'eslint': '4.17.0', 'eslint-plugin-jasmine': '^2.10.1', 'fs-extra': '5.0.0', 'get-folder-size': '1.0.1', 'glob': '7.1.2', 'gm': '1.23.1', 'google-closure-compiler-js': '20170218.0.0', 'gzip-size': '4.1.0', 'http-server': '0.11.1', 'husky': '0.14.3', 'klaw-sync': '3.0.2', 'lint-staged': '7.1.1', 'lodash': '4.17.5', 'markdown-doctest': '0.9.1', 'minimist': '1.2.0', 'mkdirp': '^1.0.4', 'mocha': '5.0.0', 'mocha-in-sauce': '0.0.1', 'npm-run-all': '4.1.2', 'nyc': '11.4.1', 'opn-cli': '3.1.0', 'platform': '1.3.5', 'promise': '8.0.1', 'protractor': '3.1.1', 'rollup': '0.66.6', 'rollup-plugin-alias': '1.4.0', 'rollup-plugin-inject': '2.0.0', 'rollup-plugin-node-resolve': '2.0.0', 'rx': 'latest', 'rxjs': '^5.5.7', 'shx': '^0.3.2', 'sinon': '4.3.0', 'sinon-chai': '2.14.0', 'source-map-support': '0.5.3', 'symbol-observable': '1.0.1', 'systemjs': '^0.21.0', 'ts-api-guardian': '^0.5.0', 'ts-node': '6.1.0', 'tsconfig-paths': '3.2.0', 'tslint': '5.9.1', 'tslint-etc': '1.2.6', 'tslint-no-toplevel-property-access': '0.0.2', 'tslint-no-unused-expression-chai': '0.0.3', 'typescript': '^3.0.1', 'validate-commit-msg': '2.14.0', 'webpack': '1.13.1', 'xmlhttprequest': '1.8.0'}",27647,96199302.33333333,203074.12026255706,16577,0.7822340650989185,0.9213856861278424,0.9386990485333009,"['210', '211']"
174,typescript,3.4.3,TypeScript is a language for application scale JavaScript development,"['TypeScript', 'Microsoft', 'compiler', 'language', 'javascript']",,"{'@octokit/rest': 'latest', '@types/browserify': 'latest', '@types/chai': 'latest', '@types/convert-source-map': 'latest', '@types/del': 'latest', '@types/glob': 'latest', '@types/gulp': '^4.0.5', '@types/gulp-concat': 'latest', '@types/gulp-newer': 'latest', '@types/gulp-rename': '0.0.33', '@types/gulp-sourcemaps': '0.0.32', '@types/jake': 'latest', '@types/merge2': 'latest', '@types/minimatch': 'latest', '@types/minimist': 'latest', '@types/mkdirp': 'latest', '@types/mocha': 'latest', '@types/ms': 'latest', '@types/node': '8.5.5', '@types/q': 'latest', '@types/source-map-support': 'latest', '@types/through2': 'latest', '@types/travis-fold': 'latest', '@types/xml2js': '^0.4.0', 'browser-resolve': '^1.11.2', 'browserify': 'latest', 'chai': 'latest', 'chalk': 'latest', 'convert-source-map': 'latest', 'del': 'latest', 'fancy-log': 'latest', 'fs-extra': '^6.0.1', 'gulp': '^4.0.0', 'gulp-concat': 'latest', 'gulp-insert': 'latest', 'gulp-newer': 'latest', 'gulp-rename': 'latest', 'gulp-sourcemaps': 'latest', 'istanbul': 'latest', 'lodash': '^4.17.11', 'merge2': 'latest', 'minimist': 'latest', 'mkdirp': 'latest', 'mocha': 'latest', 'mocha-fivemat-progress-reporter': 'latest', 'ms': 'latest', 'plugin-error': 'latest', 'pretty-hrtime': '^1.0.3', 'prex': '^0.4.3', 'q': 'latest', 'remove-internal': '^2.9.2', 'source-map-support': 'latest', 'through2': 'latest', 'travis-fold': 'latest', 'tslint': 'latest', 'typescript': 'next', 'vinyl': 'latest', 'vinyl-sourcemaps-apply': 'latest', 'xml2js': '^0.4.19'}",261,22203778.666666668,99965.67104261796,5813,0.2966542073336534,0.6534618052016146,0.3333333333333333,['219']
175,webpack,5.4.0,"Packs CommonJs/AMD modules for the browser. Allows to split your codebase into multiple bundles, which can be loaded on demand. Support loaders to preprocess files, i.e. json, jsx, es7, css, less, ... and your custom stuff.",,"{'@types/eslint-scope': '^3.7.0', '@types/estree': '^0.0.45', '@webassemblyjs/ast': '1.9.0', '@webassemblyjs/helper-module-context': '1.9.0', '@webassemblyjs/wasm-edit': '1.9.0', '@webassemblyjs/wasm-parser': '1.9.0', 'acorn': '^8.0.4', 'browserslist': '^4.14.5', 'chrome-trace-event': '^1.0.2', 'enhanced-resolve': '^5.3.1', 'eslint-scope': '^5.1.1', 'events': '^3.2.0', 'glob-to-regexp': '^0.4.1', 'graceful-fs': '^4.2.4', 'json-parse-better-errors': '^1.0.2', 'loader-runner': '^4.1.0', 'mime-types': '^2.1.27', 'neo-async': '^2.6.2', 'pkg-dir': '^4.2.0', 'schema-utils': '^3.0.0', 'tapable': '^2.0.0', 'terser-webpack-plugin': '^5.0.3', 'watchpack': '^2.0.0', 'webpack-sources': '^2.1.1'}","{'@babel/core': '^7.11.1', '@babel/preset-react': '^7.10.4', '@types/jest': '^25.2.3', '@types/node': '^13.13.15', 'babel-loader': '^8.1.0', 'benchmark': '^2.1.4', 'bundle-loader': '^0.5.6', 'coffee-loader': '^1.0.0', 'coffeescript': '^2.5.1', 'core-js': '^3.6.5', 'coveralls': '^3.1.0', 'cspell': '^4.0.63', 'css-loader': '^3.6.0', 'date-fns': '^2.15.0', 'es5-ext': '^0.10.53', 'es6-promise-polyfill': '^1.2.0', 'eslint': '^6.8.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-jest': '^23.20.0', 'eslint-plugin-jsdoc': '^22.0.0', 'eslint-plugin-node': '^11.0.0', 'eslint-plugin-prettier': '^3.1.4', 'file-loader': '^6.0.0', 'fork-ts-checker-webpack-plugin': '^1.5.0', 'husky': '^4.2.5', 'is-ci': '^2.0.0', 'istanbul': '^0.4.5', 'jest': '^25.1.0', 'jest-diff': '^25.1.0', 'jest-junit': '^11.1.0', 'json-loader': '^0.5.7', 'json5': '^2.1.3', 'less': '^3.12.2', 'less-loader': '^6.2.0', 'lint-staged': '^10.2.11', 'loader-utils': '^2.0.0', 'lodash': '^4.17.19', 'lodash-es': '^4.17.15', 'memfs': '^3.2.0', 'mini-css-extract-plugin': '^1.0.0', 'mini-svg-data-uri': '^1.2.3', 'open-cli': '^6.0.1', 'prettier': '^2.0.5', 'pretty-format': '^26.3.0', 'pug': '^3.0.0', 'pug-loader': '^2.4.0', 'raw-loader': '^4.0.1', 'react': '^16.13.1', 'react-dom': '^16.13.1', 'rimraf': '^3.0.2', 'script-loader': '^0.7.2', 'simple-git': '^2.17.0', 'strip-ansi': '^6.0.0', 'style-loader': '^1.1.4', 'terser': '^4.8.0', 'toml': '^3.0.0', 'tooling': 'github:webpack/tooling#v1.8.1', 'ts-loader': '^8.0.2', 'typescript': '^3.9.7', 'url-loader': '^4.1.0', 'wast-loader': '^1.9.0', 'webassembly-feature': '1.3.0', 'xxhashjs': '^0.2.2', 'yamljs': '^0.3.0', 'yarn-deduplicate': '^2.1.1'}",67424,58245344.0,140933.50479452056,17683,0.9078805788407075,0.9299817789365311,0.855914528576196,"['45', '220', '221']"
176,@types/eslint-scope,3.7.0,TypeScript definitions for eslint-scope,,"{'@types/eslint': '*', '@types/estree': '*'}",,0,192133.66666666666,986.5071727549466,0,0.29352264329683597,0.10388350483328745,0.30387799781395525,['222']
177,@types/eslint,4.16.1,TypeScript definitions for eslint,,"{'@types/json-schema': '*', '@types/estree': '*'}",,0,226452.0,2039.8420091324201,2,0.29352264329683597,0.1400584451669058,0.3333333333333333,['222']
178,@types/json-schema,6.0.1,TypeScript definitions for json-schema 4.0 and,,,,0,475827.0,4705.022869101978,17,0.39898499391465847,0.193304565176818,0.2848994971257647,['222']
179,@types/estree,0.0.39,TypeScript definitions for ESTree AST specification,,,,0,2095422.3333333333,16006.240277777779,25,0.3038548377385004,0.26675656575816364,0.3259372331629527,['222']
180,@webassemblyjs/ast,1.11.0,AST utils for webassemblyjs,"['webassembly', 'javascript', 'ast']","{'@webassemblyjs/helper-numbers': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0'}","{'@webassemblyjs/helper-test-framework': '1.11.0', 'array.prototype.flatmap': '^1.2.1', 'dump-exports': '^0.1.0', 'mamacro': '^0.0.7'}",660,47913920.0,129876.42049086757,40,0.9125195508761824,0.5478166806260321,0.8715638192117448,['223']
181,@webassemblyjs/helper-numbers,1.11.0,Number parsing utility,,"{'@webassemblyjs/floating-point-hex-parser': '1.11.0', '@webassemblyjs/helper-api-error': '1.11.0', '@xtuc/long': '4.2.2'}",,660,2404121.0,34736.73818493151,1,0.7422450325105932,0.3593967304524645,0.8715540636652684,['223']
182,@webassemblyjs/floating-point-hex-parser,1.11.0,A function to parse floating point hexadecimal strings as defined by the WebAssembly specification,"['webassembly', 'floating-point']",,,660,47660805.666666664,127094.04252283106,4,0.9125195508761824,0.5154754673656518,0.8715638192117448,['223']
